Major Country,Began,,,Ended,,,Death,Affected population,Homeless,Damage (USD if no units),Adjusted Damage to 2002,Reference,,,,,
,Year,Month,Day,Year,Month,Day,,,,,,,,,,,
Papua New Guinea,2007,11,12,2007,11,26,170,,,"183,000,000","192,631,579",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Papua New Guinea,2012,9,1,2012,9,20,5,200000,,"27,000,000","25,714,286",EM-DAT,,,,,
Paraguay,1965,6,,,,,6,"25,000","25,000","2,000,000","14,285,714",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Paraguay,1966,2,,1966,2,1,0,"4,890","2,500","1,000,000","6,666,667",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Paraguay,1971,1,,1971,1,20,0,"27,000","27,000","50,000","263,158",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Paraguay,1983,2,,1983,2,,0,"100,000",,82000000,"178,260,870",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Paraguay,1997,12,,1997,12,,0,75000,,"1,687,000","2,279,730",EM-DAT,,,,,
Paraguay,1998,4,11,1998,5,8,55,0,,"5,000,000","6,666,667",EM-DAT,,,,,
Paraguay,2009,9,22,2009,10,23,0,12035,,"820,000","836,735",EM-DAT,,,,,
Paraguay,2012,3,15,2012,4,,0,78945,,"4,000,000","3,809,524",EM-DAT,,,,,
Peru,1967,1,,1967,2,17,25,"40,000","10,000","15,000,000","100,000,000",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Peru,1970,1,,1970,2,15,3,"131,000","5,000","5,200,000","28,888,889",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Peru,1971,2,,1971,4,1,250,"330,000",,"600,000","3,157,895",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Peru,1972,3,,1972,3,22,12,"1,500,000","75,000","20,000,000","105,263,158",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Peru,1977,11,17,1977,11,17,4,640,,"1,000,000","3,571,429",EM-DAT,,,,,
Peru,1978,3,22,1978,4,13,2,"17,000","5,000","2,000,000","6,666,667",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Peru,1981,3,13,1981,3,13,70,5000,,"6,000,000","14,285,714",EM-DAT,,,,,
Peru,1983,1,,1983,2,8,,,,"988,800,000","2,149,565,217",,,,,,
Peru,1986,2,1,1986,5,1,,,,"50,000,000","100,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Peru,1992,3,3,1992,3,25,,,,"21,000,000","32,812,500",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Peru,1994,2,21,1994,2,25,52,101100,,"50,000,000","73,529,412",EM-DAT,,,,,
"Peru, Ecuador",1997,11,15,1998,2,12,200,,,"771,000,000","1,028,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1972,7,,1972,7,,653,2770647,,"220,000,000","1,157,894,737",EM-DAT,,,,,
Philippines,1973,9,7,1973,9,7,3,5000,,"493,000","2,465,000",EM-DAT,,,,,
Philippines,1974,8,,1974,8,18,,"1,200,000",,"17,800,000","77,391,304",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Philippines,1976,11,30,1976,11,30,10,14313,,"1,553,000","5,973,077",EM-DAT,,,,,
Philippines,1977,2,22,1977,2,22,14,1499,,"1,913,000","6,832,143",EM-DAT,,,,,
Philippines,1979,7,16,1979,7,16,0,16000,,"6,983,000","21,160,606",EM-DAT,,,,,
Philippines,1981,1,,1981,1,,228,300000,,"27,000,000","64,285,714",EM-DAT,,,,,
Philippines,1982,6,23,1982,6,23,0,818,,"60,000","136,364",EM-DAT,,,,,
Philippines,1983,9,23,1983,9,23,11,1835,,"3,000","6,522",EM-DAT,,,,,
Philippines,1985,6,22,1985,6,30,98,,,"60,000,000","122,448,980",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1986,6,28,1986,6,28,3,615,,"56,000","112,000",EM-DAT,,,,,
Philippines,1986,7,9,1986,7,13,103,,,"165,500,000","331,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1988,10,22,1988,10,26,181,,,"24,000,000","44,444,444",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1988,11,4,1988,11,8,255,,,"400,000","740,741",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1989,1,25,1989,2,8,72,,,"4,340,000","7,614,035",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1989,2,9,1989,2,9,44,260011,,"6,000,000","10,526,316",EM-DAT,,,,,
Philippines,1990,6,17,1990,6,19,98,236,,"43,000",71666.66667,EM-DAT,,,,,
Philippines,1991,3,,1991,3,,10,823,,"1,300,000","2,096,774",EM-DAT,,,,,
Philippines,1992,7,,1992,8,,60,942777,,"74,200,000","115,937,500",EM-DAT,,,,,
Philippines,1992,12,22,1992,12,27,6,,,"2,300,000","3,593,750",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1993,2,1,1993,2,5,23,90000,,"37,000,000","56,060,606",EM-DAT,,,,,
Philippines,1994,3,18,1994,3,31,9,16821,,"855,000","1,257,353",EM-DAT,,,,,
Philippines,1994,5,24,1994,5,24,1,2762,,"37,000","54,412",EM-DAT,,,,,
Philippines,1994,6,22,1994,6,22,50,774000,,"1,650,000","2,426,471",EM-DAT,,,,,
Philippines,1994,7,22,1994,8,2,2,,,"1,600,000","2,352,941",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1994,9,19,1994,9,24,16,,,"380,000","558,824",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1995,9,4,1995,9,15,180,,,"750,000,000","1,071,428,571",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1995,12,11,1995,12,11,17,17500,,"142,000","202,857",EM-DAT,,,,,
Philippines,1995,12,22,1995,12,22,13,47700,,"500,000","714,286",EM-DAT,,,,,
Philippines,1997,3,9,1997,3,13,18,105000,,"76,000","102,703",EM-DAT,,,,,
Philippines,1999,2,4,1999,2,8,24,,,"3,200,000","4,210,526",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,1999,2,20,1999,2,22,34,3703,,"6,000,000","7,894,737",EM-DAT,,,,,
Philippines,2000,1,28,2000,2,1,23,,,"4,100,000","5,189,873",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2000,7,4,2000,7,12,45,,,"2,200,000","2,784,810",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2000,10,28,2000,10,31,41,,,"12,500,000","15,822,785",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2000,11,3,2000,11,5,43,,,"2,600,000","3,291,139",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2001,2,16,2001,2,19,17,,,"2,100,000","2,592,593",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2001,7,1,2001,7,19,178,,,"2,980,000,000","3,679,012,346",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2001,8,12,2001,8,14,37,79000,,"8,000,000","9,876,543",EM-DAT,,,,,
Philippines,2001,11,6,2001,11,9,320,,,"47,700,000","58,888,889",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2002,1,4,2002,1,7,11,95008,,"392,000","478,049",EM-DAT,,,,,
Philippines,2002,3,21,2002,3,26,35,50000,,"1,450,000","1,768,293",EM-DAT,,,,,
Philippines,2002,7,6,2002,7,19,61,,,"8,000,000","9,756,098",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2003,5,26,2003,5,30,41,,,"1,000,000","1,190,476",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2003,7,19,2003,7,23,22,,,"20,600,000","24,523,810",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2003,12,19,2004,1,7,200,,,"3,000,000","3,448,276",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2004,6,29,2004,7,13,54,,,"60,000,000","68,965,517",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2004,8,24,2004,9,12,67,,,"23,500,000","27,011,494",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2004,11,19,2004,11,29,61,,,"6,000,000","6,896,552",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2004,11,29,2004,12,22,939,,,"75,000,000","86,206,897",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2005,12,5,2005,12,29,4,192946,,"515,000","572,222",EM-DAT,,,,,
Philippines,2006,1,26,2006,2,5,4,256641,,"9,600,000","10,434,783",EM-DAT,,,,,
Philippines,2006,2,10,2006,2,18,20,,,"6,700,000","7,282,609",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2006,7,30,2006,8,2,8,,,"644,660","700,717",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2006,8,2,2006,8,6,87,,,"904,000,000","982,608,696",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2006,10,4,2006,10,8,3,4250,,"399,000","433,696",EM-DAT,,,,,
Philippines,2006,10,21,2006,10,27,2,40000,,"763,000","829,348",EM-DAT,,,,,
Philippines,2006,11,30,2006,12,8,526,,,"12,250,000","13,315,217",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2006,12,27,2006,12,29,0,415618,,"3,395,000","3,690,217",EM-DAT,,,,,
Philippines,2007,1,10,2007,1,24,9,24508,,"4,080,000","4,294,737",EM-DAT,,,,,
Philippines,2007,11,18,2007,11,23,13,,,"1,510,000","1,589,474",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines,2008,1,18,2008,1,18,0,29184,,"446,000","450,505",EM-DAT,,,,,
Philippines,2008,2,12,2008,3,12,63,875343,,"30,733,000","31,043,434",EM-DAT,,,,,
Philippines,2008,6,17,2008,6,17,7,2391,,"173,000","174,747",EM-DAT,,,,,
Philippines,2008,9,4,2008,9,13,6,365678,,"4,137,000","4,178,788",EM-DAT,,,,,
Philippines,2008,11,21,2008,11,24,10,239763,,"4,088,000","4,129,293",EM-DAT,,,,,
Philippines,2009,1,2,2009,1,15,33,537991,,"6,354,000","6,483,673",EM-DAT,,,,,
Philippines,2009,7,4,2009,8,10,22,505102,,"22,960,000","23,428,571",EM-DAT,,,,,
Philippines,2010,1,14,2010,1,17,2,40198,,"22,000","22,000",EM-DAT,,,,,
Philippines,2010,9,10,2010,9,17,6,46713,,"3,156,000","3,156,000",EM-DAT,,,,,
Philippines,2010,12,24,2011,1,25,110,1972446,,"47,411,000","46,030,097",EM-DAT,,,,,
Philippines,2011,1,25,2011,2,7,23,638418,,"12,411,000","12,049,515",EM-DAT,,,,,
Philippines,2011,3,14,2011,3,18,16,241777,,"280,000","271,845",EM-DAT,,,,,
Philippines,2011,5,31,2011,6,19,12,944781,,"10,666,000","10,355,340",EM-DAT,,,,,
Philippines,2011,6,28,2011,6,29,31,121005,,"251,000","243,689",EM-DAT,,,,,
Philippines,2011,9,19,2011,9,19,0,274,,"115,000","111,650",EM-DAT,,,,,
Philippines,2011,11,9,2011,11,14,0,8610,,"178,881,000","173,670,874",EM-DAT,,,,,
Philippines,2011,11,14,2011,11,17,5,16191,,"183,000","177,670",EM-DAT,,,,,
Philippines,2012,3,27,2012,3,27,11,4835,,"2,000,000","1,904,762",EM-DAT,,,,,
Philippines,2012,6,12,2012,6,13,29,30929,,"1,000,000","952,381",EM-DAT,,,,,
Philippines,2012,8,6,2012,8,8,112,4451725,,"72,330,000","68,885,714",EM-DAT,,,,,
Philippines,2013,1,15,2013,1,23,10,507769,,"2,800,000","2,616,822",EM-DAT,,,,,
Philippines,2013,8,1,2013,8,9,11,100021,,"36,000,000","33,644,860",EM-DAT,,,,,
Philippines,2013,8,13,2013,8,21,31,3096422,,"2,190,000,000","2,046,728,972",EM-DAT,,,,,
Philippines,2013,9,23,2013,9,27,33,588155,,"4,000,000","3,738,318",EM-DAT,,,,,
Philippines,2013,10,4,2013,10,10,20,207971,,"1,988,000","1,857,944",EM-DAT,,,,,
Philippines - Storm Iliang,1994,7,10,1994,7,16,,,,"444,000","652,941",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Tropical Depression Karing,1995,7,29,1995,7,31,0,,,"5,000,000","7,142,857",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Tropical Storm Flo / Kadiang,1993,10,4,1993,10,12,57,,,"6,790,000","10,287,879",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Tropical Storm Rubing,1993,8,19,1993,8,22,5,,,"2,600,000","3,939,394",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Tropical Storm Sybil,1995,9,30,1995,10,3,150,,,"33,000,000","47,142,857",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Angela,1989,10,6,1989,10,10,45,,,"75,000","131,579",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
"Philippines - Typhoon Angela, Tropical Storm Zach",1995,10,28,1995,11,5,765,,,"95,000,000","135,714,286",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Garding,1994,12,19,1994,12,23,10,,,"1,210,000","1,779,412",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Gordon,1989,7,16,1989,7,20,26,,,"30,000,000","52,631,579",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Kent and Tropical Storm Nina,1995,8,29,1995,9,6,3,,,"550,000","785,714",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Mameng,1995,10,9,1995,10,26,100,,,"80,000,000","114,285,714",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
"Philippines - Typhoon Maring, Tropical Storm Ted",1992,8,14,1992,9,29,45,,,"56,000,000","87,500,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Mike,1990,11,12,1990,11,16,176,,,"61,570,000",102616666.7,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Sara (Openg),1989,9,10,1989,9,12,17,,,"1,420,000","2,491,228",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Teresa (Katring),1994,10,18,1994,10,22,4,,,"280,000","411,765",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoon Uring,1991,11,5,1991,11,8,6315,,,"14,630,000","23,596,774",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines - Typhoons Gloring (Gloria) and Huaning (Herb),1996,7,22,1996,8,3,89,,,"53,700,000","74,583,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Philippines -Typhoon Nell,1993,12,27,1993,12,28,6,,,"7,400,000","11,212,121",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
"Philippines, Taiwan - Typhoon Ophelia",1990,6,20,1990,6,25,63,,,"3,600,000",6000000,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
"Philippines, Vietnam and Thailand- Typhoons Lola and Manny",1993,12,5,1993,12,13,353,,,"5,700,000","8,636,364",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Poland,1982,1,,,,,,"15,000","1,824","53,000,000","120,454,545",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Poland,1987,5,,1987,5,,0,0,,"500,000,000","961,538,462",EM-DAT,,,,,
Poland,1997,7,3,1997,8,9,55,224500,,"3,500,000,000","4,729,729,730",EM-DAT,,,,,
Poland,2001,7,20,2001,8,3,27,15000,,"700,000,000","864,197,531",EM-DAT,,,,,
Poland,2009,6,22,2009,6,26,1,150,,"100,000,000","102,040,816",EM-DAT,,,,,
Poland,2010,5,17,2010,5,26,16,100000,,"3,080,000,000","3,080,000,000",EM-DAT,,,,,
Poland,2001,7,10,2001,7,10,4,,,"50,000,000","61,728,395",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
"Poland, Hungary",1991,8,2,1991,8,6,,,,"10,400,000","16,774,194",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Portugal,1967,11,26,1967,11,27,462,"1,000","1,000","3,000,000","20,000,000",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Portugal,1979,1,,1979,1,26,19,"20,000",,"30,000,000","90,909,091",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Portugal,1979,2,,1979,2,16,4,"15,000","10,000","2,100,000","6,363,636",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Portugal,1983,11,18,1983,11,18,19,2000,,"95,000,000","206,521,739",EM-DAT,,,,,
Portugal,1996,1,8,1996,1,8,10,1050,,"13,000,000","18,055,556",EM-DAT,,,,,
Portugal,1997,10,29,1997,11,2,29,,,"17,000,000","22,972,973",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Portugal,2010,2,20,2010,2,21,43,618,,"1,350,000,000","1,350,000,000",EM-DAT,,,,,
Puerto Rico,1992,1,5,1992,1,8,18,600,,"200,000,000","312,500,000",EM-DAT,,,,,
Puerto Rico,1996,9,11,1996,9,19,24,,,"155,000,000","215,277,778",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Puerto Rico,2001,5,6,2001,5,7,2,9480,,"146,000,000","180,246,914",EM-DAT,,,,,
Puerto Rico,2003,4,16,2003,4,22,4,,,"17,000,000","20,238,095",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Romania,1970,5,11,1970,5,17,215,"238,755",,"500,000,000","2,777,777,778",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Romania,1975,7,,1975,7,,60,1000000,,"50,000,000","200,000,000",EM-DAT,,,,,
Romania,1991,7,29,1991,7,30,108,15000,,"50,000,000","80,645,161",EM-DAT,,,,,
Romania,1994,8,27,1994,8,28,2,0,,"3,000,000","4,411,765",EM-DAT,,,,,
Romania,1995,12,28,1996,1,7,2,,,"12,000,000","16,666,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Romania,1997,7,4,1997,8,9,20,122320,,"110,000,000","148,648,649",EM-DAT,,,,,
Romania,1998,6,8,1998,6,24,31,,,"147,600,000","196,800,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Romania,1998,6,15,1998,6,30,31,12000,,"150,000,000","200,000,000",EM-DAT,,,,,
Romania,1999,7,9,1999,7,16,15,4362,,"50,000,000","65,789,474",EM-DAT,,,,,
Romania,2000,3,,2000,3,,0,3000,,"500,000","632,911",EM-DAT,,,,,
Romania,2000,4,5,2000,4,25,9,60431,,"100,000,000","126,582,278",EM-DAT,,,,,
Romania,2001,3,4,2001,3,17,0,4000,,"15,000,000","18,518,519",EM-DAT,,,,,
Romania,2001,6,19,2001,6,22,7,10803,,"120,000,000","148,148,148",EM-DAT,,,,,
Romania,2002,8,6,2002,8,7,1,301,,"290,000","353,659",EM-DAT,,,,,
Romania,2004,7,28,2004,8,2,8,,,"40,000,000","45,977,011",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Romania,2005,4,21,2005,5,15,2,3400,,"200,000,000","222,222,222",EM-DAT,,,,,
Romania,2005,7,12,2005,7,28,24,14669,,"800,000,000","888,888,889",EM-DAT,,,,,
Romania,2005,8,14,2005,8,25,33,2000,,"313,000,000","347,777,778",EM-DAT,,,,,
Romania,2006,4,7,2006,5,24,0,,,"8,600,000","9,347,826",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Romania,2010,6,21,2010,7,3,26,12237,,"1,111,428,000","1,111,428,000",EM-DAT,,,,,
Romania,2013,9,11,2013,9,15,9,5400,,"11,000,000","10,280,374",EM-DAT,,,,,
"Romania, Slovakia, Czech Republic, Poland",1999,6,22,1999,7,1,19,,,"36,466,007,487","47,981,588,799",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Russia,1992,6,20,1992,6,21,,,,"20,000","31,250",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Russia,1992,11,,1992,11,,0,0,,"48,100,000","75,156,250",EM-DAT,,,,,
Russia,1993,7,31,1993,8,12,4,,,"700,000,000","1,060,606,061",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Russia,1994,8,5,1994,8,8,20,,,"19,000,000","27,941,176",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Russia,1994,9,17,1994,9,26,13,,,"290,000,000","426,470,588",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Russia,1996,7,3,1996,7,7,0,220000,,"158,400,000","220,000,000",EM-DAT,,,,,
Russia,1996,8,1,1996,8,25,4,14000,,"140,000,000","194,444,444",EM-DAT,,,,,
Russia,1997,4,15,1997,4,17,2,500,,"174,100,000","235,270,270",EM-DAT,,,,,
Russia,1998,2,18,1998,3,7,1,88000,,"13,000,000","17,333,333",EM-DAT,,,,,
Russia,1998,5,16,1998,6,6,13,78600,,"3,500,000","4,666,667",EM-DAT,,,,,
Russia,2000,3,,2000,3,,0,19800,,"5,273,000","6,674,684",EM-DAT,,,,,
Russia,2000,7,30,2000,8,6,2,24000,,"30,000,000","37,974,684",EM-DAT,,,,,
Russia,2000,8,28,2000,8,28,0,1181,,"1,622,000","2,053,165",EM-DAT,,,,,
Russia,2000,8,,2000,8,,0,6000,,"7,000,000","8,860,759",EM-DAT,,,,,
Russia,2001,5,12,2001,5,27,10,50305,,"241,000,000","297,530,864",EM-DAT,,,,,
Russia,2001,7,7,2001,7,13,11,300000,,"33,000,000","40,740,741",EM-DAT,,,,,
